Taxa_Name;Author;Phytobs_Taxa_Code;Phytoplankton_Group;Phylum;Class;Order;Family;Genus;Species;Life_Form;Life_Form2;Phytobs_Cell_Form;Phytobs_Ind_Form;Min_Width;Max_Width;Min_Length;max_Lenght;Cell_Biovolume;Ind_Biovolume;Carbon;Min_Size_Ind;Max_Size_Ind;Ignatiades_Size_Class;Motility;Flagellum;Nb_Flagellum;Aerotope;Contractile_Vacuole;Mucilage;Akinete;Heterocyte;Cyst;Plast;Nb_Plast;Sheath;Tractus;Siciliceous_Skeleton;Lorica;Plate;Scale;Ornamentation;Protuberance;Protuberance_Type;Protuberance_Size;Nb_Protuberance;Chlo_B;Chlo_C;Xanthophyll;Phycobilin;Toxin;Microcystin;Anatoxin-a;Anatoxin-a(S);Cylindrospermopsin;Saxitoxin;BMAA;Nutrition;Reproduction;Water_Type;Water_Trophy;Tolerance;Reynolds_Group
Quadrigula pfitzeri;(Schröder) Smith;QUAPFI;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Selenastraceae;Quadrigula;Quadrigula pfitzeri;Col.;None;Double Cone ;#NA;1.7;6;10;45;169;#NA;26.70;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Raphidocelis danubiana;(Hindák) Marvan, Komárek & Comas;RDODAN;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis danubiana;Col.;Cel.;Double Cone ;#NA;1.4;5;6;21;79;#NA;13.07;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Scenedesmus;Meyen;SCESPX;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;;Col.;None;Rotationnal Ellipsoid;#NA;2;13;7;40;80;310;13.23;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus aculeato-granulatus;Hortobágyi;SCEAGR;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus aculeato-granulatus;Col.;None;Rotationnal Ellipsoid;#NA;3;4.5;8;10.5;65;#NA;10.88;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;1;1;Needle;Large;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus arcuatus;(Lemmermann) Lemmermann;SCEARC;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus arcuatus;Col.;None;Rotationnal Ellipsoid;#NA;2;9.5;7;18;310;650;47.19;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus armatus var. boglariensis;Hortobágyi;SCEABO;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus armatus;Col.;None;Rotationnal Ellipsoid;#NA;3;9.7;7;26.4;63;252;10.57;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus circumfusus;Hortobágyi;SCECIR;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus circumfusus;Col.;None;Rotationnal Ellipsoid;#NA;2;10;8;28;220;#NA;34.20;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;Tooth;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus denticulatus var. brevispinus;(Smith) May;SCEDEB;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus denticulatus;Col.;None;Rotationnal Ellipsoid;#NA;2.5;6;9;21;222;#NA;34.49;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;Needle;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus ecornis;(Ehrenberg) Chodat;SCEECO;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus ecornis;Col.;None;Rotationnal Ellipsoid;#NA;2;7;3.5;15;43;1100;7.38;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus ellipticus;(W & G.S.West) Chodat;SCEELL;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus ellipticus;Col.;None;Rotationnal Ellipsoid;#NA;2;9;3.5;23;234;1880;36.24;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus grahneisii;(Heynig) Fott;SCEGRA;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus grahneisii;Col.;None;Rotationnal Ellipsoid;#NA;2;7;5;13;51;490;8.67;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;Tooth;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus granulatus f. spinosus;Hortobágyi;SCEGRS;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus granulatus;Col.;None;Rotationnal Ellipsoid;#NA;2.7;4.6;8;15.6;82;#NA;13.54;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Tooth;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus lefevrei var. manguinii;Lefév. & Bourrelly;SCELEM;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus lefevrei;Col.;None;Rotationnal Ellipsoid;#NA;2.3;7;5;18;130.2;#NA;20.90;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Large;4;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus obtusus;Meyen;SCEOBT;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus obtusus;Col.;None;Rotationnal Ellipsoid;#NA;3;13;4;21;197;750;30.83;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus obtusus f. disciformis;(Chodat) Compère;SCEOBD;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus obtusus;Col.;None;Rotationnal Ellipsoid;#NA;2;7;5;14.4;165;2200;26.10;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus parisiensis;Chodat;SCEPAR;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus parisiensis;Col.;None;Rotationnal Ellipsoid;#NA;3;13;4;21;113;750;18.29;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;Needle;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus praetervisus;Chodat;SCEPRA;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus praetervisus;Col.;Cel.;Rotationnal Ellipsoid;#NA;4;6;12;15;230;#NA;35.65;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;Needle;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus pulloideus;Hegewald;SCEPUL;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus pulloideus;Col.;None;Rotationnal Ellipsoid;#NA;2.1;3.8;7.6;11.2;42.8;171.2;7.35;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;Tooth;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus quadricauda var. longispinus;Smith;SCEQUL;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus quadricauda;Col.;None;Rotationnal Ellipsoid;#NA;2.3;7;7.5;23;378;#NA;56.85;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;Needle;Large;2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Scenedesmus smithii;Chodat;SCESMI;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Scenedesmus;Scenedesmus smithii;Col.;None;Rotationnal Ellipsoid;#NA;3.4;13;4;18;370;#NA;55.72;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;Tooth;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Schroederia;Lemmermann;SCRSPX;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Schroederiaceae;Schroederia;;Cel.;None;Double Cone ;Double Cone ;2.5;10;30;200;534;534;78.63;Microphytoplankton;Microphytoplankton;Nanoplankton;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;1;Needle;Large;2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Hypereutrophic;Stratification;X1
Schroederia setigera;(Schroed.) Lemmermann;SCRSET;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Schroederiaceae;Schroederia;Schroederia setigera;Cel.;None;Double Cone ;Double Cone ;2.5;10;41;200;260;260;40.00;Microphytoplankton;Microphytoplankton;Nanoplankton;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;1;Needle;Large;2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Oligotrophic;Low base status;X3
Siderocelis;Naumann (Fott);SIDSPX;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Chlorellaceae;Siderocelis;;Cel.;None;Rotationnal Ellipsoid;Rotationnal Ellipsoid;4;8.5;5;14;363;363;54.73;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;>2;0;0;0;0;0;0;0;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Siderocelis ornata;(Fott) Fott;SIDORN;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Chlorellaceae;Siderocelis;Siderocelis ornata;Cel.;None;Rotationnal Ellipsoid;Rotationnal Ellipsoid;4;8.5;6;14;205;205;32.00;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;0;0;0;0;1;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Siderocystopsis punctifera;(Bolochonzew) Hegewald & Schnepf;SICPUN;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Oocystaceae;Siderocystopsis;Siderocystopsis punctifera;Cel.;None;Rotationnal Ellipsoid;Rotationnal Ellipsoid;4;18;6;18;600;600;87.73;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;Needle;Large;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Spermatozopsis exsultans;Korshikov;SZOEXU;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Chlamydomonodales;Dunaliellaceae;Spermatozopsis;Spermatozopsis exsultans;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;2;4;7;12;9;9;1.70;Nanophytoplankton;Nanophytoplankton;Picoplankton;1;1;4;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Stratification;X2
Sphaerocystis planctonica;(Korshikov) Bourrelly;SPEPLA;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Chlamydomonodales;Sphaerocystidaceae;Sphaerocystis;Sphaerocystis planctonica;Col.;None;Sphere;#NA;4;16;4;16;524;#NA;77.25;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Sphaerocystis schroeteri;Chodat;SPESCH;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Chlamydomonodales;Sphaerocystidaceae;Sphaerocystis;Sphaerocystis schroeteri;Col.;None;Sphere;#NA;2;12;2;12;382;1050;57.41;Picophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Staurastrum chaetoceras;(Schröder) Smith;STACHA;Chlorophytes;CHAROPHYTA;ZYGNEMATOPHYCEAE;Desmidiales;Desmidiaceae;Staurastrum;Staurastrum chaetoceras;Cel.;None;Straurastrum;Straurastrum;50;77;46;94;6253;6253;792.47;Microphytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;1;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Mesotrophic;Nutrient deficiency;N
Staurastrum cingulum;(West & West) Smith;STACIN;Chlorophytes;CHAROPHYTA;ZYGNEMATOPHYCEAE;Desmidiales;Desmidiaceae;Staurastrum;Staurastrum cingulum;Cel.;None;Straurastrum;Straurastrum;60;107;58;110;15000;15000;1,802.20;Microphytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;1;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Mesotrophic;Nutrient deficiency;N
Staurastrum lunatum;Ralfs;STALUN;Chlorophytes;CHAROPHYTA;ZYGNEMATOPHYCEAE;Desmidiales;Desmidiaceae;Staurastrum;Staurastrum lunatum;Cel.;None;Straurastrum;Straurastrum;24;43;22.3;39;9400;9400;1,162.04;Microphytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;1;Needle;Large;1;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Mesotrophic;Nutrient deficiency;N
Staurastrum pingue;Teiling;STAPIN;Chlorophytes;CHAROPHYTA;ZYGNEMATOPHYCEAE;Desmidiales;Desmidiaceae;Staurastrum;Staurastrum pingue;Cel.;None;Straurastrum;Straurastrum;42;84;42;77;11403;11403;1,393.14;Microphytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;1;1;Needle;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;Moderate brightness and carbon deficiency;P
Stauridium privum;(Printz) Hegewald;SRIPRI;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Hydrodictyaceae;Stauridium;Stauridium privum;Col.;None;#NA;Cylinder;3.5;7.1;5.7;12;325;2600;49.33;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Stauridium tetras;(Ehrenberg) Hegewald;SRITET;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Hydrodictyaceae;Stauridium;Stauridium tetras;Col.;None;#NA;Cylinder;4;14;5;16;350;1400;52.89;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Cone;Small;2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Staurodesmus dejectus;(Brébisson) Teiling;STDDEJ;Chlorophytes;CHAROPHYTA;ZYGNEMATOPHYCEAE;Desmidiales;Desmidiaceae;Staurodesmus;Staurodesmus dejectus;Cel.;None;Straurastrum;Straurastrum;16;35;10;32;1045;1045;147.71;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;1;1;Needle;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Mesotrophic;Nutrient deficiency;N
Staurodesmus incus;(Brébisson) Teiling;STDINC;Chlorophytes;CHAROPHYTA;ZYGNEMATOPHYCEAE;Desmidiales;Desmidiaceae;Staurodesmus;Staurodesmus incus;Cel.;None;Straurastrum;Straurastrum;16;22;19;27;2752;2752;366.68;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;1;Needle;Large;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Mesotrophic;Nutrient deficiency;N
Stichococcus;Nägeli;STCSPX;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Prasiolales;Prasiolaceae;Stichococcus;;Fil.;Cel.;Cylinder;Cylinder;1;3.8;1.5;25.5;24;#NA;4.27;Picophytoplankton;Mesophytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater-marine water;#NA;#NA;#NA
Stichococcus bacillaris;Nägeli;STCBAC;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Prasiolales;Prasiolaceae;Stichococcus;Stichococcus bacillaris;Fil.;Cel.;Cylinder;Cylinder;2;3.8;3.5;12.8;59;#NA;9.94;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Mesotrophic;#NA;#NA
Tetrachlorella alternans;(Smith) Korshikov;TCHALT;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Oocystaceae;Tetrachlorella;Tetrachlorella alternans;Col.;None;Rotationnal Ellipsoid;#NA;4;10;6.5;18;314;1256;47.76;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;>2;0;0;0;0;0;0;1;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Tetradesmus;Smith;TEDSPX;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Tetradesmus;;Col.;None;Double Cone ;#NA;2;14;14;40;212;848;33.03;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Cone;Small;8;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Tetradesmus dimorphus;(Turpin) Wynne;TEDDIM;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Tetradesmus;Tetradesmus dimorphus;Col.;None;Double Cone ;#NA;2;14;4;27;157;628;24.91;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Tetradesmus lagerheimii;Wynne & Guiry;TEDLAG;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Tetradesmus;Tetradesmus lagerheimii;Col.;None;Double Cone ;#NA;2;5.5;9.2;40;310;1100;47.19;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Tetradesmus obliquus;(Turpin) Wynne;TEDOBL;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Tetradesmus;Tetradesmus obliquus;Col.;Cel.;Double Cone ;#NA;2.2;11;4;25;125;650;20.11;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;Tooth;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Tetraedron caudatum;(Corda) Hansgirg;TEACAU;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Hydrodictyaceae;Tetraedron;Tetraedron caudatum;Cel.;None;Parallelepiped;Parallelepiped;6;23;6;23;440;440;65.56;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Large;5;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Tetraedron minimum;(Braun) Hansgirg;TEAMIN;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Hydrodictyaceae;Tetraedron;Tetraedron minimum;Cel.;None;Parallelepiped;Parallelepiped;5;25;5;25;350;350;52.89;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;Tooth;Small;4;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater-marine water;Eutrophic;High nutrient content;J
Tetraedron minimum var. tetralobulatum;(Reinsch) Claus;TEAMTE;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Hydrodictyaceae;Tetraedron;Tetraedron minimum;Cel.;None;Parallelepiped;Parallelepiped;5;25;5;25;350;350;52.89;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;Tooth;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Tetraedron triangulare;Korshikov;TEATRI;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Hydrodictyaceae;Tetraedron;Tetraedron triangulare;Cel.;None;Prism on triangulare base;Prism on triangulare base;5;15;5;15;323;323;49.05;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;Tooth;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Tetraedron trigonum;(Nägeli) Hansgirg;TEATRG;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Hydrodictyaceae;Tetraedron;Tetraedron trigonum;Cel.;None;Prism on triangulare base;Prism on triangulare base;27;40;33;45;337;337;51.04;Microphytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;Needle;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Tetraselmis cordiformis;(Carter) Stein;TESCOR;Chlorophytes;CHLOROPHYTA;CHLORODENDROPHYCEAE;Chlorodendrales;Chlorodendraceae;Tetraselmis;Tetraselmis cordiformis;Cel.;None;Rotationnal Ellipsoid;Rotationnal Ellipsoid;9;13;14;20;1988;1988;270.19;Nanophytoplankton;Nanophytoplankton;Microplankton;1;1;4;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater-marine water;#NA;#NA;#NA
Tetrastrum;Chodat;TERSPX;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Tetrastrum;;Col.;None;Sphere;#NA;2;11.5;2;11.5;162;648;25.66;Picophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;Needle;Large;2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
